5.9999,9.9346e-005,-3.5549e-028,0.0011828,3.7103e-005,31.159,8.8514e-005,0,-2.2133e-020,4.4738e-017,3.2599e-005,0,-2.1392e-020,0,0,1,-294,-196,0.1
5.9998,0.00021585,1.8021e-025,0.00091837,3.5796e-005,24.07,0.0011353,1.0288,-1.0952e-019,-4.7332e-017,7.7289e-005,-6.8214e-020,-1.1122e-019,2.454e-024,-6.8214e-020,1,-287.83,-196,0.1
5.9995,0.00034889,1.7748e-024,0.00076096,3.4747e-005,19.866,0.0029639,2.0576,4.4366e-025,-3.2728e-025,0.00014681,-1.2543e-019,4.4368e-025,7.2939e-024,-1.2543e-019,1,-281.65,-196,0.1
5.9991,0.00049412,2.3066e-024,0.00068742,3.3928e-005,17.851,0.0054338,3.0865,3.5141e-020,-4.1546e-017,0.00024032,-1.0911e-019,3.1719e-020,8.9866e-024,-1.0911e-019,1,-275.48,-196,0.1
5.9987,0.00065001,-1.4492e-024,0.00064422,3.3249e-005,16.652,0.0084882,4.1154,8.0495e-020,-2.7549e-017,0.0003564,-5.2914e-020,7.751e-020,5.7337e-024,-5.2914e-020,1,-269.31,-196,0.1
5.9981,0.00081533,-2.1433e-024,0.00061599,3.2658e-005,15.864,0.012139,5.1442,-3.3198e-020,-2.8035e-020,0.00049504,-3.012e-020,-3.3202e-020,4.0943e-024,-3.012e-020,1,-263.14,-196,0.1
5.9975,0.0009895,-7.1708e-024,0.00059456,3.2118e-005,15.27,0.016397,6.173,5.1191e-021,-1.1082e-017,0.00065667,-4.5506e-020,3.2907e-021,7.5079e-024,-4.5506e-020,1,-256.97,-196,0.1
5.9968,0.0011717,-2.3868e-024,0.0005775,3.161e-005,14.8,0.021256,7.2017,-5.198e-020,1.0958e-017,0.00084105,-6.9449e-020,-4.9839e-020,1.3569e-023,-6.9449e-020,1,-250.8,-196,0.1
5.9959,0.0013612,1.397e-023,0.00056318,3.112e-005,14.411,0.026705,8.2305,1.5383e-019,1.1611e-017,0.001048,-1.4601e-020,1.5647e-019,3.3149e-024,-1.4601e-020,1,-244.63,-195.99,0.1
5.995,0.0015576,2.5762e-024,0.00055061,3.0642e-005,14.073,0.032741,9.2592,-4.4921e-019,-1.3862e-018,0.0012773,-1.6536e-019,-4.4957e-019,4.2964e-023,-1.6536e-019,1,-238.46,-195.99,0.1
5.994,0.0017602,-5.6074e-024,0.00053924,3.0177e-005,13.772,0.039357,10.288,5.9281e-019,2.0958e-018,0.0015289,-9.1363e-020,5.9343e-019,2.683e-023,-9.1363e-020,1,-232.29,-195.99,0.1
5.9929,0.0019686,-2.2813e-025,0.00052865,2.9728e-005,13.495,0.04655,11.317,3.6002e-020,1.1293e-017,0.0018026,2.3434e-019,3.9712e-020,-7.6978e-023,2.3434e-019,1,-226.13,-195.99,0.1
5.9917,0.0021822,2.3645e-024,0.00051862,2.9302e-005,13.236,0.054319,12.346,3.7071e-019,1.7278e-018,0.0020992,4.4582e-019,3.7134e-019,-1.6237e-022,4.4582e-019,1,-219.96,-195.99,0.1
5.9904,0.0024005,6.2358e-024,0.00050897,2.8908e-005,12.989,0.062679,13.375,-5.548e-019,1.1616e-017,0.0024178,3.5383e-019,-5.5014e-019,-1.4179e-022,3.5383e-019,1,-213.79,-195.98,0.1
5.9891,0.0026229,9.4849e-024,0.00049954,2.855e-005,12.75,0.071588,14.404,-6.105e-019,-5.3832e-017,0.0027576,-2.5548e-019,-6.3407e-019,1.1189e-022,-2.5548e-019,1,-207.63,-195.98,0.1
5.9876,0.0028485,-1.535e-023,0.00049026,2.8233e-005,12.516,0.081037,15.433,8.2901e-019,-1.0393e-017,0.0031184,-1.5771e-019,8.2407e-019,7.5026e-023,-1.5771e-019,1,-201.47,-195.98,0.1
5.9861,0.0030766,-1.2675e-023,0.00048104,2.7962e-005,12.284,0.091011,16.462,6.6606e-019,-2.4771e-017,0.0034995,6.0266e-019,6.5333e-019,-3.0974e-022,6.0266e-019,1,-195.3,-195.98,0.1
5.9844,0.0033065,-1.6991e-023,0.00047184,2.7736e-005,12.053,0.1015,17.492,2.9171e-019,-4.1786e-018,0.0039004,1.0879e-018,2.894e-019,-6.011e-022,1.0879e-018,1,-189.14,-195.97,0.1
5.9827,0.0035372,-1.7976e-023,0.00046262,2.7556e-005,11.822,0.11247,18.522,6.3016e-019,-2.4662e-017,0.0043204,1.5539e-018,6.1558e-019,-9.187e-022,1.5539e-018,1,-182.98,-195.97,0.1
5.981,0.0037678,-3.8305e-023,0.00045335,2.7418e-005,11.59,0.12392,19.551,-1.9625e-020,-1.1258e-017,0.0047589,1.8571e-018,-2.6717e-020,-1.1699e-021,1.8571e-018,1,-176.82,-195.97,0.1
5.9791,0.0039972,-3.0089e-023,0.000444,2.7321e-005,11.356,0.13582,20.582,5.5343e-019,-1.9229e-017,0.0052148,2.1217e-018,5.4057e-019,-1.4185e-021,2.1217e-018,1,-170.65,-195.96,0.1
5.9772,0.0042241,-6.9597e-023,0.00043455,2.7259e-005,11.12,0.14814,21.612,-1.722e-023,2.7756e-017,0.005687,2.4103e-018,1.9598e-020,-1.7034e-021,2.4103e-018,1,-164.49,-195.96,0.1
5.9752,0.0044471,-6.9478e-023,0.000425,2.7229e-005,10.881,0.16085,22.642,1.7013e-019,8.6096e-019,0.0061743,2.5084e-018,1.7077e-019,-1.8669e-021,2.5084e-018,1,-158.33,-195.95,0.1
5.9731,0.0046647,-8.523e-024,0.00041533,2.7227e-005,10.638,0.17391,23.673,7.7538e-019,4.3061e-018,0.0066754,2.9978e-018,7.7874e-019,-2.3412e-021,2.9978e-018,1,-152.18,-195.95,0.1
5.971,0.0048733,-8.0836e-023,0.00040813,2.7255e-005,10.457,0.18729,24.704,1.2862e-018,-3.42e-018,0.0071845,4.061e-018,1.2835e-018,-3.3144e-021,4.061e-018,1,-146.02,-195.94,0.1
5.9689,0.0050707,6.0479e-023,0.00040396,2.7312e-005,10.35,0.20095,25.736,8.5206e-019,-1.7628e-017,0.0076977,5.1547e-018,8.3709e-019,-4.3791e-021,5.1547e-018,1,-139.86,-195.94,0.1
5.9667,0.0052578,1.1022e-022,0.00039983,2.7382e-005,10.244,0.21484,26.768,1.6316e-019,4.0015e-017,0.0082203,5.6891e-018,1.9842e-019,-5.0132e-021,5.6891e-018,1,-133.7,-195.93,0.1
5.9645,0.0054325,6.1773e-023,0.00039567,2.7462e-005,10.137,0.22889,27.801,5.2246e-019,-1.6091e-017,0.0087474,6.0537e-018,5.078e-019,-5.5138e-021,6.0537e-018,1,-127.53,-195.93,0.1
5.9623,0.0055927,-3.5673e-024,0.00039152,2.7549e-005,10.03,0.24303,28.834,1.4018e-018,9.4679e-018,0.009277,7.0446e-018,1.4106e-018,-6.608e-021,7.0446e-018,1,-121.37,-195.92,0.1
5.96,0.005736,-8.1824e-023,0.00038738,2.764e-005,9.9233,0.2572,29.867,-1.382e-018,-1.4065e-018,0.0098064,7.0588e-018,-1.3833e-018,-6.7934e-021,7.0588e-018,1,-115.21,-195.92,0.1
